soc_code,task_id,task_description,occupation_title,task_type
27-3043.00,22668,"Revise written material to meet personal standards and to satisfy needs of clients, publishers, directors, or producers.",Writers and Authors,
27-3043.05,11046,"Revise written material to meet personal standards and to satisfy needs of clients, publishers, directors, or producers.","Poets, Lyricists and Creative Writers",Core
27-3043.05,11047,"Choose subject matter and suitable form to express personal feelings and experiences or ideas, or to narrate stories or events.","Poets, Lyricists and Creative Writers",Core
27-3043.05,11048,"Plan project arrangements or outlines, and organize material accordingly.","Poets, Lyricists and Creative Writers",Core
27-3043.05,11055,"Write narrative, dramatic, lyric, or other types of poetry for publication.","Poets, Lyricists and Creative Writers",Supplemental
27-3043.05,11058,Adapt text to accommodate musical requirements of composers and singers.,"Poets, Lyricists and Creative Writers",Supplemental
27-3043.05,11060,"Write humorous material for publication, or for performances such as comedy routines, gags, and comedy shows.","Poets, Lyricists and Creative Writers",Supplemental
27-3091.00,9326,Follow ethical codes that protect the confidentiality of information.,Interpreters and Translators,Core
27-3091.00,9328,"Translate messages simultaneously or consecutively into specified languages, orally or by using hand signs, maintaining message content, context, and style as much as possible.",Interpreters and Translators,Core
27-3091.00,9330,Check translations of technical terms and terminology to ensure that they are accurate and remain consistent throughout translation revisions.,Interpreters and Translators,Core
27-3091.00,9337,Compile information on content and context of information to be translated and on intended audience.,Interpreters and Translators,Core
27-3091.00,9334,"Adapt translations to students' cognitive and grade levels, collaborating with educational team members as necessary.",Interpreters and Translators,Supplemental
27-3091.00,9336,"Check original texts or confer with authors to ensure that translations retain the content, meaning, and feeling of the original material.",Interpreters and Translators,Supplemental
27-3091.00,9329,"Proofread, edit, and revise translated materials.",Interpreters and Translators,Supplemental
27-3091.00,9331,"Read written materials, such as legal documents, scientific works, or news reports, and rewrite material into specified languages.",Interpreters and Translators,Supplemental
27-3092.00,8656,Transcribe recorded proceedings in accordance with established formats.,Court Reporters and Simultaneous Captioners,Core
27-3092.00,8663,Record symbols on computer storage media and use computer aided transcription to translate and display them as text.,Court Reporters and Simultaneous Captioners,Supplemental
27-4011.00,3996,"Determine formats, approaches, content, levels, and mediums to effectively meet objectives within budgetary constraints, using research, knowledge, and training.",Audio and Video Technicians,Supplemental
27-4011.00,3992,Edit videotapes by erasing and removing portions of programs and adding video or sound as required.,Audio and Video Technicians,Supplemental
27-4011.00,4006,Perform narration of productions or present announcements.,Audio and Video Technicians,Supplemental
27-4011.00,3994,"Plan and develop pre-production ideas into outlines, scripts, story boards, and graphics, using own ideas or specifications of assignments.",Audio and Video Technicians,Supplemental
27-4011.00,18652,Analyze and maintain data logs for audio-visual activities.,Audio and Video Technicians,Supplemental
27-4011.00,4005,"Develop manuals, texts, workbooks, or related materials for use in conjunction with production materials or for training.",Audio and Video Technicians,Supplemental
27-4012.00,4022,"Edit broadcast material electronically, using computers.",Broadcast Technicians,Supplemental
27-4012.00,4027,"Prepare reports outlining past and future programs, including content.",Broadcast Technicians,Supplemental
27-4014.00,7720,"Confer with producers, performers, and others to determine and achieve the desired sound for a production, such as a musical recording or a film.",Sound Engineering Technicians,Core
27-4021.00,9352,"Manipulate and enhance scanned or digital images to create desired effects, using computers and specialized software.",Photographers,Core
27-4021.00,9343,"Take pictures of individuals, families, and small groups, either in studio or on location.",Photographers,Core
27-4021.00,9350,Review sets of photographs to select the best work.,Photographers,Core
27-4031.00,4031,"Compose and frame each shot, applying the technical aspects of light, lenses, film, filters, and camera settings to achieve the effects sought by directors.","Camera Operators, Television, Video, and Film",Core
27-4031.00,18663,"Edit video for broadcast productions, including non-linear editing.","Camera Operators, Television, Video, and Film",Supplemental
27-4031.00,18669,Direct studio productions.,"Camera Operators, Television, Video, and Film",Supplemental
27-4032.00,4057,Organize and string together raw footage into a continuous whole according to scripts or the instructions of directors and producers.,Film and Video Editors,Core
