soc_code,occ_title,employment,wage_annual_mean,wage_annual_median,wage_hourly_mean,year
45-2020,Animal Breeders,1360,53520.0,47540.0,25.73,2023
45-2021,Animal Breeders,1360,53520.0,47540.0,25.73,2023
45-2040,"Graders and Sorters, Agricultural Products",23430,34880.0,34360.0,16.77,2023
45-2041,"Graders and Sorters, Agricultural Products",23430,34880.0,34360.0,16.77,2023
45-2090,Miscellaneous Agricultural Workers,326260,36910.0,34790.0,17.75,2023
45-2091,Agricultural Equipment Operators,28910,41850.0,39690.0,20.12,2023
45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",258730,36140.0,34470.0,17.37,2023
45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",32590,37060.0,35120.0,17.82,2023
45-2099,"Agricultural Workers, All Other",6040,45660.0,40620.0,21.95,2023
45-4000,"Forest, Conservation, and Logging Workers",40450,49270.0,46910.0,23.69,2023
45-4010,Forest and Conservation Workers,5750,36860.0,33940.0,17.72,2023
45-4011,Forest and Conservation Workers,5750,36860.0,33940.0,17.72,2023
45-4020,Logging Workers,34710,51320.0,48910.0,24.67,2023
45-4021,Fallers,4800,61190.0,53170.0,29.42,2023
45-4022,Logging Equipment Operators,23720,49790.0,48240.0,23.94,2023
45-4023,Log Graders and Scalers,3640,47120.0,45600.0,22.65,2023
45-4029,"Logging Workers, All Other",2540,52950.0,52480.0,25.46,2023
47-0000,Construction and Extraction Occupations,6225630,61500.0,55680.0,29.57,2023
47-1000,Supervisors of Construction and Extraction Workers,777420,81340.0,76760.0,39.11,2023
47-1010,First-Line Supervisors of Construction Trades and Extraction Workers,777420,81340.0,76760.0,39.11,2023
47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,777420,81340.0,76760.0,39.11,2023
47-2000,Construction Trades Workers,4588620,59350.0,52000.0,28.53,2023
47-2010,Boilermakers,11130,73840.0,71140.0,35.5,2023
47-2011,Boilermakers,11130,73840.0,71140.0,35.5,2023
47-2020,"Brickmasons, Blockmasons, and Stonemasons",66630,62470.0,58810.0,30.04,2023
47-2021,Brickmasons and Blockmasons,56830,63430.0,59640.0,30.5,2023
47-2022,Stonemasons,9790,56930.0,51830.0,27.37,2023
47-2030,Carpenters,700290,60970.0,56350.0,29.31,2023
47-2031,Carpenters,700290,60970.0,56350.0,29.31,2023
47-2040,"Carpet, Floor, and Tile Installers and Finishers",88200,54190.0,48690.0,26.05,2023
47-2041,Carpet Installers,15560,52290.0,47520.0,25.14,2023
47-2042,"Floor Layers, Except Carpet, Wood, and Hard Tiles",25150,56680.0,48840.0,27.25,2023
47-2043,Floor Sanders and Finishers,5070,49910.0,47760.0,24.0,2023
47-2044,Tile and Stone Setters,42420,53920.0,48910.0,25.92,2023
47-2050,"Cement Masons, Concrete Finishers, and Terrazzo Workers",205010,57390.0,50710.0,27.59,2023
47-2051,Cement Masons and Concrete Finishers,203560,57410.0,50720.0,27.6,2023
47-2053,Terrazzo Workers and Finishers,1460,54220.0,48900.0,26.07,2023
47-2060,Construction Laborers,1019090,49280.0,45300.0,23.69,2023
47-2061,Construction Laborers,1019090,49280.0,45300.0,23.69,2023
47-2070,Construction Equipment Operators,496460,61620.0,55270.0,29.63,2023
47-2071,"Paving, Surfacing, and Tamping Equipment Operators",43080,55170.0,48980.0,26.53,2023
47-2072,Pile Driver Operators,3010,70260.0,63550.0,33.78,2023
47-2073,Operating Engineers and Other Construction Equipment Operators,450370,62180.0,56160.0,29.89,2023
47-2080,"Drywall Installers, Ceiling Tile Installers, and Tapers",106420,62620.0,57010.0,30.11,2023
47-2081,Drywall and Ceiling Tile Installers,90860,61480.0,55700.0,29.56,2023
47-2082,Tapers,15560,69300.0,63350.0,33.32,2023
47-2110,Electricians,712580,67810.0,61590.0,32.6,2023
47-2111,Electricians,712580,67810.0,61590.0,32.6,2023
47-2120,Glaziers,53390,58320.0,51100.0,28.04,2023
47-2121,Glaziers,53390,58320.0,51100.0,28.04,2023
47-2130,Insulation Workers,61360,55230.0,49350.0,26.55,2023
47-2131,"Insulation Workers, Floor, Ceiling, and Wall",38510,52080.0,47540.0,25.04,2023
47-2132,"Insulation Workers, Mechanical",22850,60530.0,53920.0,29.1,2023
47-2140,Painters and Paperhangers,217730,52130.0,47710.0,25.06,2023
47-2141,"Painters, Construction and Maintenance",215910,52110.0,47700.0,25.05,2023
47-2142,Paperhangers,1830,54020.0,48460.0,25.97,2023
47-2150,"Pipelayers, Plumbers, Pipefitters, and Steamfitters",471000,66730.0,60890.0,32.08,2023
47-2151,Pipelayers,34840,52840.0,47330.0,25.41,2023
47-2152,"Plumbers, Pipefitters, and Steamfitters",436160,67840.0,61550.0,32.62,2023
47-2160,Plasterers and Stucco Masons,22310,59050.0,52640.0,28.39,2023
47-2161,Plasterers and Stucco Masons,22310,59050.0,52640.0,28.39,2023
47-2170,Reinforcing Iron and Rebar Workers,17400,60290.0,54850.0,28.99,2023
47-2171,Reinforcing Iron and Rebar Workers,17400,60290.0,54850.0,28.99,2023
47-2180,Roofers,135140,55840.0,50030.0,26.85,2023
47-2181,Roofers,135140,55840.0,50030.0,26.85,2023
47-2210,Sheet Metal Workers,116190,64270.0,58780.0,30.9,2023
47-2211,Sheet Metal Workers,116190,64270.0,58780.0,30.9,2023
47-2220,Structural Iron and Steel Workers,63780,68220.0,62760.0,32.8,2023
47-2221,Structural Iron and Steel Workers,63780,68220.0,62760.0,32.8,2023
47-2230,Solar Photovoltaic Installers,24510,53140.0,48800.0,25.55,2023
47-2231,Solar Photovoltaic Installers,24510,53140.0,48800.0,25.55,2023
47-3000,"Helpers, Construction Trades",191670,41340.0,38630.0,19.87,2023
47-3010,"Helpers, Construction Trades",191670,41340.0,38630.0,19.87,2023
47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",16460,45590.0,42470.0,21.92,2023
47-3012,Helpers--Carpenters,21770,40860.0,39380.0,19.65,2023
47-3013,Helpers--Electricians,68670,41240.0,38340.0,19.83,2023
47-3014,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",7700,38750.0,37010.0,18.63,2023
47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",45300,39460.0,37650.0,18.97,2023
47-3016,Helpers--Roofers,4540,42280.0,38620.0,20.33,2023
47-3019,"Helpers, Construction Trades, All Other",27250,43090.0,40220.0,20.71,2023
47-4000,Other Construction and Related Workers,455520,60050.0,52900.0,28.87,2023
47-4010,Construction and Building Inspectors,133640,72880.0,67700.0,35.04,2023
47-4011,Construction and Building Inspectors,133640,72880.0,67700.0,35.04,2023
47-4020,Elevator and Escalator Installers and Repairers,23990,100060.0,102420.0,48.11,2023
47-4021,Elevator and Escalator Installers and Repairers,23990,100060.0,102420.0,48.11,2023
47-4030,Fence Erectors,21470,46650.0,44410.0,22.43,2023
47-4031,Fence Erectors,21470,46650.0,44410.0,22.43,2023
47-4040,Hazardous Materials Removal Workers,49960,53430.0,47280.0,25.69,2023
47-4041,Hazardous Materials Removal Workers,49960,53430.0,47280.0,25.69,2023
47-4050,Highway Maintenance Workers,150860,49070.0,47360.0,23.59,2023
47-4051,Highway Maintenance Workers,150860,49070.0,47360.0,23.59,2023
47-4060,Rail-Track Laying and Maintenance Equipment Operators,18770,67330.0,67000.0,32.37,2023
47-4061,Rail-Track Laying and Maintenance Equipment Operators,18770,67330.0,67000.0,32.37,2023
47-4070,Septic Tank Servicers and Sewer Pipe Cleaners,27900,49590.0,46910.0,23.84,2023
47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,27900,49590.0,46910.0,23.84,2023
47-4090,Miscellaneous Construction and Related Workers,28930,51670.0,47090.0,24.84,2023
47-4090,Miscellaneous Construction and Related Workers,28930,51670.0,47090.0,24.84,2023
47-5000,Extraction Workers,212390,56610.0,51780.0,27.22,2023
47-5010,"Derrick, Rotary Drill, and Service Unit Operators, Oil and Gas",69840,60590.0,58100.0,29.13,2023
47-5011,"Derrick Operators, Oil and Gas",11510,58330.0,58210.0,28.04,2023
47-5012,"Rotary Drill Operators, Oil and Gas",12180,67320.0,61770.0,32.36,2023
47-5013,"Service Unit Operators, Oil and Gas",46150,59390.0,55750.0,28.55,2023
47-5020,Surface Mining Machine Operators and Earth Drillers,50640,57190.0,51930.0,27.5,2023
47-5022,"Excavating and Loading Machine and Dragline Operators, Surface Mining",32630,55500.0,50050.0,26.68,2023
47-5023,"Earth Drillers, Except Oil and Gas",18010,60250.0,56660.0,28.97,2023
47-5030,"Explosives Workers, Ordnance Handling Experts, and Blasters",4610,65600.0,61590.0,31.54,2023
47-5032,"Explosives Workers, Ordnance Handling Experts, and Blasters",4610,65600.0,61590.0,31.54,2023
47-5040,Underground Mining Machine Operators,25390,63240.0,63770.0,30.4,2023
47-5041,Continuous Mining Machine Operators,15700,62110.0,61420.0,29.86,2023
47-5043,"Roof Bolters, Mining",1960,68540.0,66660.0,32.95,2023
47-5044,"Loading and Moving Machine Operators, Underground Mining",5160,63620.0,64070.0,30.59,2023
47-5049,"Underground Mining Machine Operators, All Other",2560,65290.0,68910.0,31.39,2023
47-5050,"Rock Splitters, Quarry",3610,47830.0,46530.0,23.0,2023
47-5051,"Rock Splitters, Quarry",3610,47830.0,46530.0,23.0,2023
47-5070,"Roustabouts, Oil and Gas",43830,47730.0,46340.0,22.95,2023
47-5071,"Roustabouts, Oil and Gas",43830,47730.0,46340.0,22.95,2023
47-5080,Helpers--Extraction Workers,7360,46990.0,45520.0,22.59,2023
47-5081,Helpers--Extraction Workers,7360,46990.0,45520.0,22.59,2023
47-5090,Miscellaneous Extraction Workers,7120,53050.0,49580.0,25.51,2023
47-5099,"Extraction Workers, All Other",7120,53050.0,49580.0,25.51,2023
49-0000,"Installation, Maintenance, and Repair Occupations",5989460,58500.0,53920.0,28.13,2023
49-1000,"Supervisors of Installation, Maintenance, and Repair Workers",589880,79020.0,75820.0,37.99,2023
49-1010,"First-Line Supervisors of Mechanics, Installers, and Repairers",589880,79020.0,75820.0,37.99,2023
49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",589880,79020.0,75820.0,37.99,2023
49-2000,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",494550,62090.0,59420.0,29.85,2023
49-2010,"Computer, Automated Teller, and Office Machine Repairers",77580,48290.0,45760.0,23.22,2023
49-2011,"Computer, Automated Teller, and Office Machine Repairers",77580,48290.0,45760.0,23.22,2023
49-2020,Radio and Telecommunications Equipment Installers and Repairers,171480,64030.0,61270.0,30.78,2023
49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairers",11810,64360.0,61310.0,30.94,2023
49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",159670,64010.0,61270.0,30.77,2023
49-2090,"Miscellaneous Electrical and Electronic Equipment Mechanics, Installers, and Repairers",245480,65100.0,61190.0,31.3,2023
49-2091,Avionics Technicians,21280,77080.0,77420.0,37.06,2023
49-2092,"Electric Motor, Power Tool, and Related Repairers",16010,52550.0,49230.0,25.27,2023
49-2093,"Electrical and Electronics Installers and Repairers, Transportation Equipment",7920,76380.0,79160.0,36.72,2023
49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",58320,69810.0,66680.0,33.56,2023
49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",24790,92840.0,96600.0,44.63,2023
49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles",8900,47570.0,45570.0,22.87,2023
49-2097,Audiovisual Equipment Installers and Repairers,24720,52720.0,48380.0,25.35,2023
49-2098,Security and Fire Alarm Systems Installers,83540,57400.0,56430.0,27.59,2023
49-3000,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",1708100,55760.0,50790.0,26.81,2023
49-3010,Aircraft Mechanics and Service Technicians,137630,76260.0,75020.0,36.66,2023
49-3011,Aircraft Mechanics and Service Technicians,137630,76260.0,75020.0,36.66,2023
49-3020,Automotive Technicians and Repairers,845360,52410.0,47990.0,25.2,2023
49-3021,Automotive Body and Related Repairers,151910,55220.0,48740.0,26.55,2023
49-3022,Automotive Glass Installers and Repairers,16890,46010.0,45320.0,22.12,2023
49-3023,Automotive Service Technicians and Mechanics,676570,51940.0,47770.0,24.97,2023
49-3030,Bus and Truck Mechanics and Diesel Engine Specialists,285030,59920.0,58970.0,28.81,2023
49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,285030,59920.0,58970.0,28.81,2023
49-3040,Heavy Vehicle and Mobile Equipment Service Technicians and Mechanics,233590,62520.0,61000.0,30.06,2023
49-3041,Farm Equipment Mechanics and Service Technicians,36830,52120.0,49210.0,25.06,2023
49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",177280,64340.0,61900.0,30.93,2023
49-3043,Rail Car Repairers,19480,65690.0,65030.0,31.58,2023
49-3050,Small Engine Mechanics,73630,48070.0,46500.0,23.11,2023
49-3051,Motorboat Mechanics and Service Technicians,23230,52620.0,49990.0,25.3,2023
49-3052,Motorcycle Mechanics,14330,47960.0,46270.0,23.06,2023
49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,36080,45180.0,44140.0,21.72,2023
49-3090,"Miscellaneous Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",132860,39250.0,36550.0,18.87,2023
49-3091,Bicycle Repairers,13980,39360.0,38320.0,18.92,2023
49-3092,Recreational Vehicle Service Technicians,17360,50690.0,47950.0,24.37,2023
49-3093,Tire Repairers and Changers,101520,37280.0,35790.0,17.92,2023
49-9000,"Other Installation, Maintenance, and Repair Occupations",3196930,55620.0,50200.0,26.74,2023
49-9010,Control and Valve Installers and Repairers,75570,64740.0,59040.0,31.12,2023
49-9011,Mechanical Door Repairers,27800,51640.0,48650.0,24.83,2023
49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",47780,72360.0,70100.0,34.79,2023
49-9020,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",397450,59620.0,57300.0,28.66,2023
49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",397450,59620.0,57300.0,28.66,2023
49-9030,Home Appliance Repairers,29950,50640.0,47170.0,24.35,2023
49-9031,Home Appliance Repairers,29950,50640.0,47170.0,24.35,2023
49-9040,"Industrial Machinery Installation, Repair, and Maintenance Workers",509160,63130.0,61160.0,30.35,2023
49-9041,Industrial Machinery Mechanics,412650,63690.0,61420.0,30.62,2023
49-9043,"Maintenance Workers, Machinery",58040,58500.0,57350.0,28.13,2023
49-9044,Millwrights,37930,64310.0,62980.0,30.92,2023
49-9045,"Refractory Materials Repairers, Except Brickmasons",540,49900.0,48410.0,23.99,2023
49-9050,Line Installers and Repairers,219120,78290.0,78810.0,37.64,2023
49-9051,Electrical Power-Line Installers and Repairers,120170,85900.0,85420.0,41.3,2023
49-9052,Telecommunications Line Installers and Repairers,98950,69040.0,64640.0,33.19,2023
49-9060,Precision Instrument and Equipment Repairers,85320,62700.0,59380.0,30.15,2023
49-9061,Camera and Photographic Equipment Repairers,2540,58870.0,46850.0,28.3,2023
49-9062,Medical Equipment Repairers,64400,64140.0,60670.0,30.84,2023
49-9063,Musical Instrument Repairers and Tuners,6170,46250.0,42800.0,22.24,2023
49-9064,Watch and Clock Repairers,1880,56140.0,58140.0,26.99,2023
49-9069,"Precision Instrument and Equipment Repairers, All Other",10330,65710.0,62040.0,31.59,2023
49-9070,"Maintenance and Repair Workers, General",1503150,49650.0,46700.0,23.87,2023
49-9071,"Maintenance and Repair Workers, General",1503150,49650.0,46700.0,23.87,2023
49-9080,Wind Turbine Service Technicians,9800,65380.0,61770.0,31.43,2023
49-9081,Wind Turbine Service Technicians,9800,65380.0,61770.0,31.43,2023
49-9090,"Miscellaneous Installation, Maintenance, and Repair Workers",367420,48470.0,44470.0,23.3,2023
49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",36100,45840.0,44980.0,22.04,2023
49-9092,Commercial Divers,2790,75570.0,61300.0,36.33,2023
49-9094,Locksmiths and Safe Repairers,14790,52130.0,48380.0,25.06,2023
49-9095,Manufactured Building and Mobile Home Installers,2910,39820.0,38980.0,19.14,2023
49-9096,Riggers,23870,62020.0,56220.0,29.82,2023
49-9097,Signal and Track Switch Repairers,9200,81810.0,82710.0,39.33,2023
49-9098,"Helpers--Installation, Maintenance, and Repair Workers",101890,38720.0,36710.0,18.61,2023
49-9099,"Installation, Maintenance, and Repair Workers, All Other",175860,50480.0,46500.0,24.27,2023
51-0000,Production Occupations,8770170,47620.0,43630.0,22.9,2023
51-1000,Supervisors of Production Workers,671160,71730.0,65930.0,34.48,2023
51-1010,First-Line Supervisors of Production and Operating Workers,671160,71730.0,65930.0,34.48,2023
51-1011,First-Line Supervisors of Production and Operating Workers,671160,71730.0,65930.0,34.48,2023
51-2000,Assemblers and Fabricators,1924970,43470.0,39720.0,20.9,2023
51-2010,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",29810,62860.0,61240.0,30.22,2023
51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",29810,62860.0,61240.0,30.22,2023
51-2020,"Electrical, Electronics, and Electromechanical Assemblers",279340,43830.0,40700.0,21.07,2023
51-2021,"Coil Winders, Tapers, and Finishers",11900,46020.0,44890.0,22.13,2023
51-2028,"Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers",267440,43740.0,40490.0,21.03,2023
51-2030,Engine and Other Machine Assemblers,47960,53470.0,50270.0,25.71,2023
51-2031,Engine and Other Machine Assemblers,47960,53470.0,50270.0,25.71,2023
51-2040,Structural Metal Fabricators and Fitters,57810,50640.0,48480.0,24.35,2023
51-2041,Structural Metal Fabricators and Fitters,57810,50640.0,48480.0,24.35,2023
51-2050,Fiberglass Laminators and Fabricators,20380,43920.0,40200.0,21.12,2023
51-2051,Fiberglass Laminators and Fabricators,20380,43920.0,40200.0,21.12,2023
51-2060,Timing Device Assemblers and Adjusters,400,52840.0,48840.0,25.41,2023
51-2061,Timing Device Assemblers and Adjusters,400,52840.0,48840.0,25.41,2023
51-2090,Miscellaneous Assemblers and Fabricators,1489280,42400.0,38920.0,20.39,2023
51-2090,Miscellaneous Assemblers and Fabricators,1489280,42400.0,38920.0,20.39,2023
51-3000,Food Processing Workers,848630,38220.0,36850.0,18.37,2023
51-3010,Bakers,220230,35550.0,34950.0,17.09,2023
51-3011,Bakers,220230,35550.0,34950.0,17.09,2023
51-3020,"Butchers and Other Meat, Poultry, and Fish Processing Workers",345940,38350.0,37200.0,18.44,2023
51-3021,Butchers and Meat Cutters,136330,39680.0,37650.0,19.08,2023
51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",138300,36840.0,36300.0,17.71,2023
51-3023,Slaughterers and Meat Packers,71310,38710.0,38160.0,18.61,2023
51-3090,Miscellaneous Food Processing Workers,282460,40140.0,38130.0,19.3,2023
51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",19570,42410.0,39850.0,20.39,2023
