anthropic_task_description,api_usage_count,onet_soc_code,onet_task_id,onet_task_description,onet_task_type,onet_occupation_title,onet_occupation_description,match_method,match_score,Job Zone,typical_education,typical_education_pct,task_importance,task_relevance,dwa_ids,dwa_titles,iwa_ids,nonroutine_cognitive_analytical,nonroutine_cognitive_interpersonal,nonroutine_manual,nonroutine_total,soc_6digit,OCC_CODE,OCC_TITLE,TOT_EMP,H_MEAN,A_MEAN,H_MEDIAN,A_MEDIAN,H_PCT10,H_PCT25,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_PCT75,A_PCT90
estimate materials and labor required to complete roofing jobs.,53.0,47-2181.00,20793.0,Estimate materials and labor required to complete roofing jobs.,Core,Roofers,"Cover roofs of structures with shingles, slate, asphalt, aluminum, wood, or related materials. May spray roofs, sidings, and walls with material to bind, seal, insulate, or soundproof sections of structures.",exact,100.0,2,2.0,48.9,4.17,73.54,4.A.2.b.1.I08.D12; 4.A.2.b.1.I08.D14,Estimate construction project labor requirements.; Estimate materials requirements for projects.,4.A.2.b.1.I08,0.3972392638036809,0.5073891625615764,0.6135770234986945,0.5724233983286909,47-2181,47-2181,Roofers,136740.0,27.45,57090.0,24.51,50970.0,17.82,21.78,30.78,38.84,37060.0,45300.0,64010.0,80780.0
provide application or analytical support to researchers or traders on issues such as valuations or data.,53.0,13-2099.01,15983.0,Provide application or analytical support to researchers or traders on issues such as valuations or data.,Core,Financial Quantitative Analysts,"Develop quantitative techniques to inform securities investing, equities investing, pricing, or valuation of financial instruments. Develop mathematical or statistical models for risk management, asset optimization, pricing, or relative value analysis.",exact,100.0,5,8.0,60.0,3.58,95.0,4.A.4.b.6.I05.D05,Advise others on analytical techniques.,4.A.4.b.6.I05,0.8159509202453988,0.4761904761904761,0.1070496083550913,0.4791086350974932,13-2099,13-2099,"Financial Specialists, All Other",127450.0,45.14,93890.0,38.55,80190.0,22.32,28.91,52.46,72.97,46420.0,60140.0,109120.0,151780.0
"verify adherence of documentation to customs, insurance, or regulatory requirements.",53.0,43-5011.01,17699.0,"Verify adherence of documentation to customs, insurance, or regulatory requirements.",Core,Freight Forwarders,"Research rates, routings, or modes of transport for shipment of products. Maintain awareness of regulations affecting the international movement of cargo. Make arrangements for additional services, such as storage or inland transportation.",exact,100.0,2,6.0,43.66,4.05,94.77,4.A.2.a.3.I01.D02,Examine documents to verify adherence to requirements.,4.A.2.a.3.I01,0.7530674846625768,0.671592775041051,0.5143603133159268,0.7506963788300837,43-5011,43-5011,Cargo and Freight Agents,97800.0,26.64,55420.0,23.99,49900.0,17.9,20.91,29.92,36.71,37240.0,43490.0,62230.0,76350.0
"collect and analyze data to detect deficient controls, duplicated effort, extravagance, fraud, or non-compliance with laws, regulations, and management policies.",53.0,13-2011.00,21507.0,"Collect and analyze data to detect deficient controls, duplicated effort, extravagance, fraud, or non-compliance with laws, regulations, and management policies.",Core,Accountants and Auditors,"Examine, analyze, and interpret accounting records to prepare financial statements, give advice, or audit and evaluate statements prepared by others. Install or advise on systems of recording costs or other financial and budgetary data.",exact,100.0,4,,,4.5,100.0,4.A.1.a.1.I03.D01; 4.A.1.a.1.I03.D04,Collect evidence for legal proceedings.; Investigate legal issues.,4.A.1.a.1.I03,0.656441717791411,0.6666666666666667,0.1357702349869451,0.5027855153203344,13-2011,13-2011,Accountants and Auditors,1448290.0,44.96,93520.0,39.27,81680.0,25.38,31.09,51.18,67.99,52780.0,64660.0,106450.0,141420.0
act as an intermediary in negotiations between buyers and sellers over property prices and settlement details and during the closing of sales.,53.0,41-9021.00,4603.0,Act as an intermediary in negotiations between buyers and sellers over property prices and settlement details and during the closing of sales.,Core,Real Estate Brokers,"Operate real estate office, or work for commercial real estate firm, overseeing real estate transactions. Other duties usually include selling real estate or renting properties and arranging loans.",exact,100.0,4,6.0,36.73,4.39,92.14,4.A.4.a.7.I02.D07,Negotiate prices or other sales terms.,4.A.4.a.7.I02,0.6579754601226996,0.5697865353037768,0.1697127937336814,0.4805013927576603,41-9021,41-9021,Real Estate Brokers,49590.0,44.07,91660.0,34.75,72280.0,17.75,23.17,54.91,80.16,36920.0,48200.0,114220.0,166730.0
compare suppliers' bills with bids and purchase orders to verify accuracy.,53.0,43-3061.00,2542.0,Compare suppliers' bills with bids and purchase orders to verify accuracy.,Core,Procurement Clerks,Compile information and records to draw up purchase orders for procurement of materials and services.,exact,100.0,2,2.0,48.23,3.96,88.08,4.A.2.a.2.I01.D09,Verify accuracy of financial or transactional data.,4.A.2.a.2.I01,0.4815950920245399,0.5123152709359607,0.3107049608355091,0.4512534818941506,43-3061,43-3061,Procurement Clerks,59900.0,24.25,50430.0,23.32,48510.0,17.7,19.83,27.73,31.68,36810.0,41240.0,57680.0,65890.0
"provide regulatory guidance to departments or development project teams regarding design, development, evaluation, or marketing of products.",53.0,11-9199.01,18024.0,"Provide regulatory guidance to departments or development project teams regarding design, development, evaluation, or marketing of products.",Core,Regulatory Affairs Managers,"Plan, direct, or coordinate production activities of an organization to ensure compliance with regulations and standard operating procedures.",exact,100.0,4,6.0,73.91,4.3,100.0,4.A.4.b.6.I08.D04,Advise others on legal or regulatory compliance matters.,4.A.4.b.6.I08,0.7009202453987731,0.6830870279146141,0.0913838120104438,0.5062674094707522,11-9199,11-9199,"Managers, All Other",630980.0,72.06,149890.0,65.65,136550.0,33.11,48.08,86.15,109.42,68860.0,100010.0,179190.0,227590.0
"evaluate the performance of vendors, contract employees, or other service providers to ensure quality and cost-efficiency.",53.0,11-9171.00,18847.0,"Evaluate the performance of vendors, contract employees, or other service providers to ensure quality and cost-efficiency.",Core,Funeral Home Managers,"Plan, direct, or coordinate the services or resources of funeral homes. Includes activities such as determining prices for services or merchandise and managing the facilities of funeral homes.",exact,100.0,3,5.0,49.85,3.49,88.43,4.A.1.a.2.I06.D01,Monitor performance of organizational members or partners.,4.A.1.a.2.I06,0.6779141104294479,0.8604269293924467,0.5195822454308093,0.7994428969359332,11-9171,11-9171,Funeral Home Managers,13120.0,41.18,85650.0,36.94,76830.0,22.03,28.74,47.75,63.69,45820.0,59780.0,99330.0,132470.0
"instruct others in program methods, procedures, or functions.",53.0,21-1011.00,5600.0,"Instruct others in program methods, procedures, or functions.",Core,Substance Abuse and Behavioral Disorder Counselors,"Counsel and advise individuals with alcohol, tobacco, drug, or other problems, such as gambling and eating disorders. May counsel individuals, families, or groups or engage in prevention programs.",exact,100.0,5,8.0,41.41,4.28,87.95,4.A.4.b.3.I04.D21,Train staff members in social services skills.,4.A.4.b.3.I04,0.7561349693251533,0.5303776683087028,0.4281984334203655,0.6462395543175488,21-1011,,,,,,,,,,,,,,,
"inform clients of factors such as shipping options, timelines, transfers, or regulations affecting shipments.",53.0,43-5011.01,17689.0,"Inform clients of factors such as shipping options, timelines, transfers, or regulations affecting shipments.",Core,Freight Forwarders,"Research rates, routings, or modes of transport for shipment of products. Maintain awareness of regulations affecting the international movement of cargo. Make arrangements for additional services, such as storage or inland transportation.",exact,100.0,2,6.0,43.66,4.52,87.08,4.A.4.a.1.I02.D04,"Explain regulations, policies, or procedures.",4.A.4.a.1.I02,0.7530674846625768,0.671592775041051,0.5143603133159268,0.7506963788300837,43-5011,43-5011,Cargo and Freight Agents,97800.0,26.64,55420.0,23.99,49900.0,17.9,20.91,29.92,36.71,37240.0,43490.0,62230.0,76350.0
"assess the identity, strength, or purity of medications.",53.0,29-1051.00,1824.0,"Assess the identity, strength, or purity of medications.",Core,Pharmacists,"Dispense drugs prescribed by physicians and other health practitioners and provide information to patients about medications and their use. May advise physicians and other health practitioners on the selection, dosage, interactions, and side effects of medications.",exact,100.0,5,11.0,78.36,4.71,86.79,,,,0.4386503067484663,0.5829228243021347,0.5456919060052219,0.5870473537604456,29-1051,29-1051,Pharmacists,328870.0,65.97,137210.0,66.1,137480.0,41.8,61.18,76.26,82.71,86930.0,127250.0,158620.0,172040.0
assist in laying out material for publication.,53.0,27-3042.00,3976.0,Assist in laying out material for publication.,Core,Technical Writers,"Write technical materials, such as equipment manuals, appendices, or operating and maintenance instructions. May assist in layout work.",exact,100.0,4,5.0,35.25,3.85,82.75,4.A.2.b.2.I18.D12,Design layouts for print publications.,4.A.2.b.2.I18,0.6733128834355829,0.3711001642036125,0.2219321148825065,0.4310584958217273,27-3042,27-3042,Technical Writers,55530.0,44.39,92330.0,44.07,91670.0,26.16,33.0,49.4,62.71,54400.0,68640.0,102740.0,130430.0
"read work orders, blueprints, plans, datasheets or site drawings to determine work to be done.",53.0,49-2021.00,19407.0,"Read work orders, blueprints, plans, datasheets or site drawings to determine work to be done.",Core,"Radio, Cellular, and Tower Equipment Installers and Repairers","Repair, install, or maintain mobile or stationary radio transmitting, broadcasting, and receiving equipment, and two-way radio communications systems used in cellular telecommunications, mobile broadband, ship-to-shore, aircraft-to-ground communications, and radio equipment in service and emergency vehicles. May test and analyze network coverage.",exact,100.0,3,2.0,30.71,4.17,96.21,4.A.1.a.1.I02.D13; 4.A.1.a.1.I02.D14,"Interpret blueprints, specifications, or diagrams to inform installation, development or operation activities.; Read work orders or descriptions of problems to determine repairs or modifications needed.",4.A.1.a.1.I02,0.6134969325153374,0.5435139573070608,0.618798955613577,0.6887186629526463,49-2021,49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairers",11400.0,33.26,69180.0,30.86,64190.0,20.37,24.33,40.76,49.3,42360.0,50610.0,84770.0,102550.0
"examine documents, materials, or products and monitor work processes to assess completeness, accuracy, and conformance to standards and specifications.",52.0,43-5061.00,11362.0,"Examine documents, materials, or products and monitor work processes to assess completeness, accuracy, and conformance to standards and specifications.",Supplemental,"Production, Planning, and Expediting Clerks","Coordinate and expedite the flow of work and materials within or between departments of an establishment according to production schedule. Duties include reviewing and distributing production, work, and shipment schedules; conferring with department supervisors to determine progress of work and completion dates; and compiling reports on progress of work, inventory levels, costs, and production problems.",exact,100.0,2,2.0,36.75,3.85,60.26,4.A.1.b.2.I06.D11; 4.A.2.a.3.I01.D02,Examine documents to verify adherence to requirements.; Inspect items for damage or defects.,4.A.1.b.2.I06; 4.A.2.a.3.I01,0.5260736196319018,0.328407224958949,0.279373368146214,0.3767409470752089,43-5061,43-5061,"Production, Planning, and Expediting Clerks",385000.0,29.05,60420.0,27.78,57770.0,18.54,22.41,34.37,40.77,38570.0,46600.0,71480.0,84810.0
